"fcl","measuredItemCPC","level","predictions","consumable","mainFoodPct","mainFood"
59,"39120.04",1,0.0477723654223531,FALSE,0.849100860046912,FALSE
60,"21691.02",2,0.810688875207409,TRUE,0.260434056761269,FALSE
61,"21910.02",2,0.0477723654223531,FALSE,0.770601336302895,FALSE
63,"39130.02",1,0.0477723654223531,FALSE,1,FALSE
64,"23220.04",1,0.0477723654223531,FALSE,0.335115864527629,FALSE
66,"24310.02",1,0.810688875207409,TRUE,1,TRUE
67,NA,NA,NA,NA,0,FALSE
71,"0116",0,0.0477723654223531,FALSE,0.0516962843295638,FALSE
72,"23120.04",1,0.810688875207409,TRUE,0.392817059483726,FALSE
73,"39120.05",1,0.0477723654223531,FALSE,0.979768786127168,FALSE
75,"0117",0,0.0477723654223531,FALSE,0.100389863547758,FALSE
76,"23140.07",1,0.810688875207409,TRUE,0.26447709593777,FALSE
77,"39120.06",1,0.0477723654223531,FALSE,0.997282608695652,FALSE
79,"0118",0,0.0477723654223531,FALSE,0.0443840579710145,FALSE
80,"23120.05",1,0.810688875207409,TRUE,0.98989898989899,TRUE
81,"39120.07",1,0.0477723654223531,FALSE,1,FALSE
82,"24310.03",NA,0.810688875207409,TRUE,0.984375,TRUE
83,"0114",0,0.0477723654223531,FALSE,0.0172910662824208,FALSE
84,"23120.06",1,0.810688875207409,TRUE,0.961995249406176,TRUE
85,"39120.08",1,0.0477723654223531,FALSE,1,FALSE
