"fcl","measuredItemCPC","level","predictions","consumable","mainFoodPct","mainFood"
86,"24310.04",1,0.810688875207409,TRUE,1,TRUE
89,"01192",0,0.0477723654223531,FALSE,0.207278481012658,FALSE
90,"23120.07",1,0.810688875207409,TRUE,0.936507936507937,TRUE
91,"39120.09",1,0.0477723654223531,FALSE,1,FALSE
92,"01194",0,0.810688875207409,TRUE,1,TRUE
94,"01193",0,0.0477723654223531,FALSE,0,FALSE
95,"23120.08",1,0.810688875207409,TRUE,1,TRUE
96,"39120.10",1,0.0477723654223531,FALSE,1,FALSE
97,"01191",0,0.0477723654223531,FALSE,0.0323529411764706,FALSE
98,"23120.09",1,0.810688875207409,TRUE,1,TRUE
99,"39120.11",1,0.0477723654223531,FALSE,1,FALSE
101,"01195",0,0.0477723654223531,FALSE,0.00455927051671732,FALSE
103,"01199.02",0,0.0477723654223531,FALSE,0.0532786885245902,FALSE
104,"23120.10",1,0.810688875207409,TRUE,0.22884012539185,FALSE
105,"39120.12",1,0.0477723654223531,FALSE,0.688073394495413,FALSE
108,"01199.90",0,0.0477723654223531,FALSE,0.188268684957427,FALSE
109,"23991.01",NA,0.810688875207409,TRUE,0,FALSE
110,"23490.02",2,0.810688875207409,TRUE,0.193589743589744,FALSE
111,"23120.90",1,0.810688875207409,TRUE,0.236994219653179,FALSE
112,"39120.13",1,0.0477723654223531,FALSE,0.266075388026608,FALSE
113,"23140.08",1,0.810688875207409,TRUE,0.20418410041841,FALSE
114,"23180",NA,0.810688875207409,TRUE,0,FALSE
115,"23999.02",NA,0.810688875207409,TRUE,0,FALSE
116,"01510",0,0.810688875207409,TRUE,0.778080326752893,TRUE
117,"21392",1,0.810688875207409,TRUE,0.0757967269595177,FALSE
118,"21313",1,0.810688875207409,TRUE,0.0329489291598023,FALSE
119,"23220.05",1,0.0477723654223531,FALSE,0.0949948927477017,FALSE
120,"39130.03",1,0.0477723654223531,FALSE,0.372727272727273,FALSE
121,"23230.01",1,0.810688875207409,TRUE,0.0623853211009174,FALSE
122,"01530",NA,0.810688875207409,TRUE,0.780566801619433,TRUE
125,"01520",0,0.810688875207409,TRUE,0.56011315417256,TRUE
126,"23170.01",1,0.810688875207409,TRUE,0.422222222222222,FALSE
127,"23230.02",1,0.810688875207409,TRUE,0.205508474576271,FALSE
128,"01520.01",1,0.0477723654223531,FALSE,0.191139240506329,FALSE
129,"23220.06",1,0.0477723654223531,FALSE,0.0810126582278481,FALSE
135,"01591",NA,0.810688875207409,TRUE,0.772277227722772,TRUE
136,"01550",0,0.810688875207409,TRUE,0.776811594202899,TRUE
137,"01540",NA,0.810688875207409,TRUE,0.719077568134172,TRUE
149,"01599",0,0.810688875207409,TRUE,0.606679035250464,TRUE
150,"23170.02",1,0.810688875207409,TRUE,0.218125960061444,FALSE
151,"01599.10",1,0.810688875207409,TRUE,0.4,FALSE
154,"23210.01",NA,0.0477723654223531,FALSE,0,FALSE
155,"23210.02",NA,0.0477723654223531,FALSE,0,FALSE
156,"01802",0,0.0477723654223531,FALSE,0.0779220779220779,FALSE
157,"01801",0,0.0477723654223531,FALSE,0.0651085141903172,FALSE
158,"23511.01",1,0.0477723654223531,FALSE,0.991961414790997,FALSE
159,"23512",1,0.0477723654223531,FALSE,1,FALSE
160,"23530",NA,0.810688875207409,TRUE,0,FALSE
161,"01809",NA,0.0477723654223531,FALSE,0.04,FALSE
162,"23510",NA,0.0477723654223531,FALSE,0,FALSE
163,"23511.02",1,0.810688875207409,TRUE,0.981481481481482,TRUE
164,"23520",3,0.810688875207409,TRUE,0,FALSE
165,"23540",1,0.0477723654223531,FALSE,0.639876352395672,FALSE
166,"23210.03",2,0.810688875207409,TRUE,0.105194805194805,FALSE
167,"23210.04",1,0.810688875207409,TRUE,0.161010260457774,FALSE
168,"23670.01",4,0.810688875207409,TRUE,0.199298245614035,FALSE
169,"39140.01",1,0.0477723654223531,FALSE,0.546875,FALSE
170,"39140.02",1,0.0477723654223531,FALSE,0.721878862793572,FALSE
171,NA,NA,NA,NA,0,FALSE
172,"23210.05",2,0.810688875207409,TRUE,0.320704845814978,FALSE
173,"23210.06",2,0.810688875207409,TRUE,0.0792079207920792,FALSE
175,"23210.08",3,0.0477723654223531,FALSE,0.0833333333333333,FALSE
176,"01701",0,0.810688875207409,TRUE,0.80783722682743,TRUE
181,"01702",NA,0.810688875207409,TRUE,0.65952380952381,TRUE
187,"01705",0,0.810688875207409,TRUE,0.725859247135843,TRUE
191,"01703",0,0.810688875207409,TRUE,0.714940421631531,TRUE
195,"01706",NA,0.810688875207409,TRUE,0.649193548387097,TRUE
197,"01707",NA,0.810688875207409,TRUE,0.833333333333333,TRUE
201,"01704",0,0.810688875207409,TRUE,0.870742358078603,TRUE
203,"01708",NA,0.810688875207409,TRUE,0.6,TRUE
205,"01709.01",NA,0.0477723654223531,FALSE,0.108949416342412,FALSE
210,"01709.02",NA,0.0477723654223531,FALSE,0.275862068965517,FALSE
211,"01709.90",0,0.810688875207409,TRUE,0.715772618094476,TRUE
212,"23170.03",1,0.810688875207409,TRUE,0.408114558472554,FALSE
213,"39120.14",1,0.0477723654223531,FALSE,0.410998552821997,FALSE
216,"01377",0,0.810688875207409,TRUE,0.691037735849057,TRUE
217,"01372",0,0.810688875207409,TRUE,0.706744868035191,TRUE
220,"01373",NA,0.810688875207409,TRUE,0,FALSE
221,"01371",0,0.810688875207409,TRUE,0.685205784204672,TRUE
222,"01376",0,0.810688875207409,TRUE,0.690361445783133,TRUE
223,"01375",0,0.810688875207409,TRUE,0.853896103896104,TRUE
224,"01379.02",NA,0.810688875207409,TRUE,0,FALSE
225,"01374",0,0.810688875207409,TRUE,0.677177177177177,TRUE
226,"01379.01",NA,0.810688875207409,TRUE,0,FALSE
229,"21429.01",1,0.810688875207409,TRUE,0.0172711571675302,FALSE
230,"21424",1,0.810688875207409,TRUE,0.0876623376623377,FALSE
231,"21422",1,0.810688875207409,TRUE,0.138099902056807,FALSE
232,"21429.02",1,0.810688875207409,TRUE,0.158361018826135,FALSE
233,"21423",1,0.810688875207409,TRUE,0.114503816793893,FALSE
234,"01379.90",0,0.810688875207409,TRUE,0.828772478498827,TRUE
235,"F0235",1,0.810688875207409,TRUE,0.15188762071993,FALSE
236,"0141",0,0.0477723654223531,FALSE,0.289219982471516,FALSE
237,"2161",1,0.810688875207409,TRUE,0.325718496683861,FALSE
238,"21910.03",1,0.0477723654223531,FALSE,0.340807174887892,FALSE
239,"23995.01",1,0.810688875207409,TRUE,0.05125977410947,FALSE
240,"23995.02",NA,0.810688875207409,TRUE,1,TRUE
241,"23999.03",NA,0.810688875207409,TRUE,1,TRUE
242,"0142",0,0.0477723654223531,FALSE,0.282131661442006,FALSE
243,"21421",1,0.810688875207409,TRUE,0.542441390460792,TRUE
244,"2162",2,0.810688875207409,TRUE,0.504035874439462,TRUE
245,"21910.04",2,0.0477723654223531,FALSE,0.71055900621118,FALSE
246,"21495.01",2,0.810688875207409,TRUE,0.130952380952381,FALSE
247,"21495.02",2,0.810688875207409,TRUE,0.0477031802120141,FALSE
249,"01460",0,0.810688875207409,TRUE,0.617134192570129,TRUE
250,"21429.07",1,0.810688875207409,TRUE,0.0644257703081232,FALSE
251,"01492",1,0.0477723654223531,FALSE,0.517241379310345,FALSE
252,"2166",2,0.810688875207409,TRUE,0.255537974683544,FALSE
253,"21910.05",2,0.0477723654223531,FALSE,0.459533607681756,FALSE
254,"01491.01",0,0.0477723654223531,FALSE,0,FALSE
256,"01491.02",1,0.0477723654223531,FALSE,0.669642857142857,FALSE
257,"2165",0,0.0477723654223531,FALSE,0.185156847742923,FALSE
258,"21691.14",2,0.0477723654223531,FALSE,0.211344922232388,FALSE
259,"21910.06",2,0.0477723654223531,FALSE,0.415540540540541,FALSE
260,"01450",0,0.810688875207409,TRUE,0.456611570247934,FALSE
261,"2167",1,0.810688875207409,TRUE,0.123042505592841,FALSE
262,"F0262",1,0.810688875207409,TRUE,0.0627687016337059,FALSE
263,"01499.01",NA,0.0477723654223531,FALSE,0.115942028985507,FALSE
264,"21691.03",NA,0.810688875207409,TRUE,0.976190476190476,TRUE
265,"01447",0,0.0477723654223531,FALSE,0,FALSE
266,"21691.04",1,0.0477723654223531,FALSE,0.143007360672976,FALSE
267,"01445",0,0.0477723654223531,FALSE,0.323300970873786,FALSE
268,"21631.01",1,0.810688875207409,TRUE,0.299921073401736,FALSE
269,"21910.07",1,0.0477723654223531,FALSE,0.58160621761658,FALSE
270,"01443",0,0.0477723654223531,FALSE,0.0580736543909348,FALSE
271,"21641.01",1,0.810688875207409,TRUE,0.325268817204301,FALSE
272,"21910.08",1,0.0477723654223531,FALSE,0.567233384853168,FALSE
273,"21910.09",1,0.0477723654223531,FALSE,0.576433121019108,FALSE
274,"21673",2,0.810688875207409,TRUE,0.11413612565445,FALSE
275,"01499.02",NA,0.0477723654223531,FALSE,0,FALSE
276,"21691.05",NA,0.0477723654223531,FALSE,0.163265306122449,FALSE
277,"01499.03",NA,0.0477723654223531,FALSE,0,FALSE
278,"21691.06",NA,0.0477723654223531,FALSE,0,FALSE
280,"01446",0,0.0477723654223531,FALSE,0.184126984126984,FALSE
281,"21631.02",1,0.0477723654223531,FALSE,0.280632411067194,FALSE
282,"21910.10",1,0.0477723654223531,FALSE,1,FALSE
289,"01444",0,0.810688875207409,TRUE,0.56175972927242,TRUE
290,"21691.07",1,0.810688875207409,TRUE,0.346743295019157,FALSE
291,"21910.11",1,0.0477723654223531,FALSE,0.840909090909091,FALSE
292,"01442",0,0.810688875207409,TRUE,0.48875,FALSE
293,"21641.02",1,0.810688875207409,TRUE,0.589147286821705,TRUE
294,"21910.12",1,0.0477723654223531,FALSE,1,FALSE
295,"23995.03",1,0.810688875207409,TRUE,0.108474576271186,FALSE
296,"01448",NA,0.0477723654223531,FALSE,0.335559265442404,FALSE
297,"21691.08",NA,0.810688875207409,TRUE,0,FALSE
299,"01449.01",0,0.810688875207409,TRUE,0.760479041916168,TRUE
305,"01499.04",NA,0.0477723654223531,FALSE,0,FALSE
306,"21691.09",NA,0.0477723654223531,FALSE,1,FALSE
307,"21691.10",NA,0.0477723654223531,FALSE,1,FALSE
310,"01499.05",NA,0.0477723654223531,FALSE,0,FALSE
311,"01499.06",NA,0.0477723654223531,FALSE,0.823529411764706,FALSE
312,"01499.07",NA,0.0477723654223531,FALSE,1,FALSE
313,"21691.11",NA,0.0477723654223531,FALSE,1,FALSE
314,"21910.14",NA,0.0477723654223531,FALSE,1,FALSE
328,"01921.01",0,0.0477723654223531,FALSE,0,FALSE
329,"0143",1,0.0477723654223531,FALSE,0.689887640449438,FALSE
331,"2168",2,0.810688875207409,TRUE,0.605133267522211,TRUE
332,"21910.15",2,0.0477723654223531,FALSE,0.727380952380952,FALSE
333,"01441",0,0.0477723654223531,FALSE,0.0142348754448399,FALSE
334,"21691.12",1,0.0477723654223531,FALSE,0.325417766051011,FALSE
335,"21910.16",1,0.0477723654223531,FALSE,0.679012345679012,FALSE
336,"01449.02",NA,0.0477723654223531,FALSE,0,FALSE
337,"21691.13",NA,0.0477723654223531,FALSE,1,FALSE
338,"21910.17",NA,0.0477723654223531,FALSE,1,FALSE
339,"01449.90",0,0.0477723654223531,FALSE,0.137362637362637,FALSE
340,"21691.90",1,0.810688875207409,TRUE,0.209594095940959,FALSE
341,"21910.90",1,0.0477723654223531,FALSE,0.354948805460751,FALSE
343,"21920",1,0.0477723654223531,FALSE,0.105313092979127,FALSE
358,"01212",0,0.810688875207409,TRUE,0.855213803450863,TRUE
366,"01216",NA,0.810688875207409,TRUE,0.79553264604811,TRUE
367,"01211",0,0.810688875207409,TRUE,0.840047393364929,TRUE
372,"01214",NA,0.810688875207409,TRUE,0,FALSE
373,"01215",0,0.810688875207409,TRUE,0.828358208955224,TRUE
378,"01219.01",NA,0.810688875207409,TRUE,0,FALSE
388,"01234",0,0.810688875207409,TRUE,0.873229461756374,TRUE
389,NA,NA,NA,NA,0,FALSE
390,"21321",1,0.810688875207409,TRUE,0.0489642184557439,FALSE
391,"21399.01",1,0.810688875207409,TRUE,0.0534716679968077,FALSE
392,"21399.02",1,0.810688875207409,TRUE,0.0376569037656904,FALSE
393,"01213",0,0.810688875207409,TRUE,0.883257918552036,TRUE
394,"01235",0,0.810688875207409,TRUE,0.87152034261242,TRUE
397,"01232",0,0.810688875207409,TRUE,0.850884582982308,TRUE
399,"01233",0,0.810688875207409,TRUE,0.831739961759082,TRUE
401,"01231",0,0.810688875207409,TRUE,0.90360435875943,TRUE
402,"01253.01",NA,0.810688875207409,TRUE,0.885838150289017,TRUE
403,"01253.02",0,0.810688875207409,TRUE,0.917859834212509,TRUE
406,"01252",0,0.810688875207409,TRUE,0.911944869831547,TRUE
407,"01254",NA,0.810688875207409,TRUE,0,FALSE
414,"01241.02",0,0.810688875207409,TRUE,0.832902670111972,TRUE
417,"01242",0,0.810688875207409,TRUE,0.856603773584906,TRUE
420,"01243",0,0.810688875207409,TRUE,0.761177753544166,TRUE
423,"01241.01",NA,0.810688875207409,TRUE,0.879194630872483,TRUE
426,"01251",0,0.810688875207409,TRUE,0.895986895986896,TRUE
430,"01239.01",NA,0.810688875207409,TRUE,0,FALSE
446,"01290.01",0,0.810688875207409,TRUE,0.597087378640777,TRUE
447,"21319.01",1,0.810688875207409,TRUE,0.0583173996175908,FALSE
448,"21399.03",1,0.810688875207409,TRUE,0.0394849785407725,FALSE
449,"01270",0,0.810688875207409,TRUE,0.669499527856468,TRUE
450,"21393.01",1,0.810688875207409,TRUE,0.138211382113821,FALSE
451,"21397.01",1,0.810688875207409,TRUE,0.0792580101180438,FALSE
459,"01691",0,0.810688875207409,TRUE,0.481632653061224,FALSE
460,"01990.01",NA,0.810688875207409,TRUE,0,FALSE
461,"01356",NA,0.0477723654223531,FALSE,0.101036269430052,FALSE
463,"01290.90",0,0.810688875207409,TRUE,0.812877263581489,TRUE
464,NA,NA,NA,NA,0,FALSE
465,NA,NA,NA,NA,0,FALSE
466,"21329",1,0.810688875207409,TRUE,0.156716417910448,FALSE
469,"21393.90",1,0.810688875207409,TRUE,0.171839515518547,FALSE
471,"21340",1,0.810688875207409,TRUE,0.214939024390244,FALSE
472,"F0472",1,0.810688875207409,TRUE,0.249112845990064,FALSE
473,"F0473",1,0.810688875207409,TRUE,0.217889908256881,FALSE
474,"21330",1,0.810688875207409,TRUE,0.335334476843911,FALSE
475,"F0475",1,0.810688875207409,TRUE,0.0757575757575758,FALSE
476,"23991.02",1,0.810688875207409,TRUE,0.0429389312977099,FALSE
486,"01312",0,0.0477723654223531,FALSE,0.864489228630994,FALSE
489,"01313",0,0.810688875207409,TRUE,0.815831987075929,TRUE
490,"01323",0,0.810688875207409,TRUE,0.835558678847505,TRUE
491,"21431.01",1,0.810688875207409,TRUE,0.0775716694772344,FALSE
492,"21431.02",1,0.810688875207409,TRUE,0.051605504587156,FALSE
495,"01324",0,0.810688875207409,TRUE,0.84106529209622,TRUE
496,"21439.01",1,0.810688875207409,TRUE,0.0212765957446809,FALSE
497,"01322",0,0.810688875207409,TRUE,0.848982785602504,TRUE
498,"21439.02",1,0.810688875207409,TRUE,0.080082135523614,FALSE
499,"21439.03",1,0.810688875207409,TRUE,0.141891891891892,FALSE
507,"01321",0,0.810688875207409,TRUE,0.77891156462585,TRUE
509,"21432",1,0.810688875207409,TRUE,0.0860860860860861,FALSE
510,"21432.01",1,0.810688875207409,TRUE,0.0778642936596218,FALSE
512,"01329",0,0.810688875207409,TRUE,0.725865209471767,TRUE
513,"21439.04",1,0.810688875207409,TRUE,0.211111111111111,FALSE
514,"21439.05",1,0.810688875207409,TRUE,0.099740932642487,FALSE
515,"01341",0,0.810688875207409,TRUE,0.799009200283086,TRUE
517,"24230.03",1,0.810688875207409,TRUE,0.29535864978903,FALSE
518,"21435.01",1,0.810688875207409,TRUE,0.0803886925795053,FALSE
